Project,Module,File,GT,LLMProb@10,Score@10,LLMProb@20,Score@20,LLMProb@30,Score@30,LLMProb@40,Score@40,LLMProb@50,Score@50,LLMProb@60,Score@60,LLMProb@70,Score@70,LLMProb@80,Score@80,LLMProb@90,Score@90
audioflux,dsp,include/dwt_algorithm.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/nsgt_algorithm.h,general,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,None,80.00,None,80.00
audioflux,dsp,src/dsp/flux_correct.h,None,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,None,85.00
audioflux,dsp,src/stft_algorithm.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/st_algorithm.h,general,general,89.00,general,89.00,general,89.00,general,89.00,general,89.00,general,89.00,general,89.00,general,89.00,None,89.00
audioflux,dsp,include/mir/harmonicRatio_algorithm.h,mir,mir,90.00,mir,90.00,mir,90.00,mir,90.00,mir,90.00,mir,90.00,mir,90.00,mir,90.00,None,90.00
audioflux,dsp,src/cqt_algorithm.c,general,feature,90.00,feature,90.00,feature,90.00,feature,90.00,feature,90.00,feature,90.00,feature,90.00,feature,90.00,None,90.00
audioflux,dsp,include/pwt_algorithm.h,general,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,None,85.00
audioflux,dsp,include/temporal_algorithm.h,general,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00
audioflux,dsp,src/cqt_algorithm.h,general,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00
audioflux,dsp,src/swt_algorithm.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/filterbank/coef/__coef_r.h,filter_bank,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,None,80.00,None,80.00
audioflux,dsp,src/filterbank/nsgt_filterBank.c,filter_bank,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00
audioflux,dsp,src/util/flux_util.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/dsp/hilbert_algorithm.c,None,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00
audioflux,dsp,src/fst_algorithm.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/st_algorithm.h,general,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00
audioflux,dsp,src/dwt_algorithm.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/dsp/resample_algorithm.h,None,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00
audioflux,dsp,src/feature/spectral_algorithm.c,feature,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00
audioflux,dsp,src/reassign_algorithm.c,general,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00
audioflux,dsp,src/dsp/conv_algorithm.h,None,feature,85.00,feature,85.00,feature,85.00,feature,85.00,feature,85.00,feature,85.00,feature,85.00,feature,85.00,None,85.00
audioflux,dsp,src/dsp/dft_algorithm.h,None,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/util/flux_wave.h,general,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00
audioflux,dsp,src/stft_algorithm.c,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/filterbank/cwt_filterBank.c,filter_bank,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00
audioflux,dsp,src/dsp/flux_window.c,None,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/pwt_algorithm.c,general,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,None,80.00,None,80.00
audioflux,dsp,src/filterbank/chroma_filterBank.h,filter_bank,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00
audioflux,dsp,src/feature/deconv_algorithm.h,feature,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00
audioflux,dsp,include/wvd_algorithm.h,general,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,None,90.00
audioflux,dsp,include/mir/onset_algorithm.h,mir,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00
audioflux,dsp,src/mir/_pitch_stft.c,mir,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00
audioflux,dsp,src/mir/_pitch_stft.h,mir,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00
audioflux,dsp,src/dsp/dft_algorithm.c,None,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00
audioflux,dsp,src/dsp/czt_algorithm.h,None,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/filterbank/auditory_weight.h,filter_bank,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00
audioflux,dsp,include/feature/spectral_algorithm.h,feature,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00
audioflux,dsp,src/spectrogram_algorithm.h,general,feature,90.00,feature,90.00,feature,90.00,feature,90.00,feature,90.00,feature,90.00,feature,90.00,feature,90.00,None,90.00
audioflux,dsp,include/util/flux_util.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/swt_algorithm.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/synsq_algorithm.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/filterbank/dwt_filterCoef.c,filter_bank,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/feature/xxcc_algorithm.c,feature,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00
audioflux,dsp,src/filterbank/cqt_filterBank.c,filter_bank,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00
audioflux,dsp,include/reassign_algorithm.h,general,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00
audioflux,dsp,src/wpt_algorithm.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/util/flux_wave.c,general,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00
audioflux,dsp,include/mir/_pitch_yin.h,mir,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00
audioflux,dsp,src/filterbank/nsgt_filterBank.h,filter_bank,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00
audioflux,dsp,src/spectrogram_algorithm.c,general,feature,92.00,feature,92.00,feature,92.00,feature,92.00,feature,92.00,feature,92.00,feature,92.00,feature,92.00,feature,92.00
audioflux,dsp,src/mir/onset_algorithm.c,mir,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00
audioflux,dsp,src/filterbank/auditory_weight.h,filter_bank,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00
audioflux,dsp,include/dsp/xcorr_algorithm.h,None,feature,80.00,feature,80.00,feature,80.00,feature,80.00,feature,80.00,feature,80.00,feature,80.00,None,80.00,None,80.00
audioflux,dsp,src/filterbank/cwt_filterBank.h,filter_bank,filter_bank,99.00,filter_bank,99.00,filter_bank,99.00,filter_bank,99.00,filter_bank,99.00,filter_bank,99.00,filter_bank,99.00,filter_bank,99.00,filter_bank,99.00
audioflux,dsp,src/util/flux_wave.h,general,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00
audioflux,dsp,src/reassign_algorithm.h,general,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00
audioflux,dsp,src/wpt_algorithm.c,general,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,None,80.00,None,80.00
audioflux,dsp,include/feature/chroma_algorithm.h,feature,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00
audioflux,dsp,src/flux_temporal.h,general,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00
audioflux,dsp,src/dsp/flux_window.h,None,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/wpt_algorithm.h,general,general,93.00,general,93.00,general,93.00,general,93.00,general,93.00,general,93.00,general,93.00,general,93.00,general,93.00
audioflux,dsp,src/filterbank/chroma_filterBank.c,filter_bank,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00
audioflux,dsp,src/dsp/fft_algorithm.c,None,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00
audioflux,dsp,include/emd_algorithm.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/cwt_algorithm.h,general,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,None,80.00,None,80.00
audioflux,dsp,src/util/flux_util.c,general,general,96.00,general,96.00,general,96.00,general,96.00,general,96.00,general,96.00,general,96.00,general,96.00,general,96.00
audioflux,dsp,src/dsp/fft_algorithm.h,None,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00,general,100.00
audioflux,dsp,src/filterbank/dwt_filterCoef.h,filter_bank,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,None,90.00
audioflux,dsp,src/nsgt_algorithm.h,general,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,None,80.00,None,80.00
audioflux,dsp,src/dsp/czt_algorithm.c,None,general,97.00,general,97.00,general,97.00,general,97.00,general,97.00,general,97.00,general,97.00,general,97.00,general,97.00
audioflux,dsp,src/dsp/hilbert_algorithm.h,None,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00
audioflux,dsp,include/synsq_algorithm.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/feature/xxcc_algorithm.h,feature,feature,99.00,feature,99.00,feature,99.00,feature,99.00,feature,99.00,feature,99.00,feature,99.00,feature,99.00,feature,99.00
audioflux,dsp,src/filterbank/auditory_filterBank.c,filter_bank,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00
audioflux,dsp,src/dsp/filterDesign_freqz.h,None,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/nsgt_algorithm.c,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/mir/_pitch_yin.h,mir,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00
audioflux,dsp,src/mir/hpss_algorithm.c,mir,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00
audioflux,dsp,src/filterbank/coef/__coef_d.h,filter_bank,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/feature/deconv_algorithm.h,feature,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00
audioflux,dsp,include/flux_base.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/wsst_algorithm.c,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/feature/deconv_algorithm.c,feature,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00
audioflux,dsp,src/fst_algorithm.c,general,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00
audioflux,dsp,src/synsq_algorithm.c,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/dsp/flux_correct.c,None,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00,general,92.00
audioflux,dsp,src/mir/onset_algorithm.h,mir,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00,mir,95.00
audioflux,dsp,include/cqt_algorithm.h,general,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00
audioflux,dsp,src/dsp/dct_algorithm.c,None,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,None,85.00
audioflux,dsp,src/dsp/xcorr_algorithm.h,None,feature,85.00,feature,85.00,feature,85.00,feature,85.00,feature,85.00,feature,85.00,feature,85.00,feature,85.00,None,85.00
audioflux,dsp,include/spectrogram_algorithm.h,general,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00
audioflux,dsp,include/dsp/czt_algorithm.h,None,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/filterbank/auditory_filterBank.h,filter_bank,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00,filter_bank,98.00
audioflux,dsp,src/swt_algorithm.c,general,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,None,85.00
audioflux,dsp,include/fst_algorithm.h,general,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00,general,98.00
audioflux,dsp,src/dsp/conv_algorithm.c,None,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,None,85.00
audioflux,dsp,src/dsp/resample_algorithm.c,None,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00,general,99.00
audioflux,dsp,src/dsp/filterDesign_fir.h,None,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/filterbank/auditory_weight.c,filter_bank,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00
audioflux,dsp,src/flux_spectral.c,general,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00
audioflux,dsp,src/dsp/filterDesign_iir.c,None,None,25.00,None,25.00,None,25.00,None,25.00,None,25.00,None,25.00,None,25.00,None,25.00,None,25.00
audioflux,dsp,src/flux_base.h,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,src/bft_algorithm.c,general,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,None,85.00
audioflux,dsp,src/filterbank/cqt_filterBank.h,filter_bank,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00,filter_bank,95.00
audioflux,dsp,src/feature/spectral_algorithm.h,feature,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00,feature,98.00
audioflux,dsp,src/pwt_algorithm.h,general,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,None,85.00
audioflux,dsp,src/dsp/filterDesign_freqz.c,None,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,None,80.00,None,80.00
audioflux,dsp,src/cwt_algorithm.c,general,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,None,90.00
audioflux,dsp,include/mir/hpss_algorithm.h,mir,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00,mir,99.00
audioflux,dsp,include/ewt_algorithm.h,general,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,None,90.00
audioflux,dsp,src/dsp/dct_algorithm.h,None,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,general,80.00,None,80.00,None,80.00
audioflux,dsp,src/st_algorithm.c,general,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00,general,95.00
audioflux,dsp,include/wsst_algorithm.h,general,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,general,90.00,None,90.00
audioflux,dsp,src/flux_temporal.c,general,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00,feature,95.00
audioflux,dsp,src/dsp/filterDesign_fir.c,None,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,general,85.00,None,85.00
